,station_g_cd,line,pref,mun,post,address,lat,lon,line_num,crime_rate,census_0~6age_rate,census_6~18age_rate,city_park_small,city_park_middle,city_park_large,med_hospital,med_clinic_all,med_clinic_pediatrics,school_primary,school_junior_high,education_nursery,shopping_supermarket,shopping_shopping_mall,shopping_convenience_store,shopping_baby_goods_store,restaurant_num,time_tokyo,transfer_tokyo,time_shinagawa,transfer_shinagawa,time_shinjuku,transfer_shinjuku,time_shibuya,transfer_shibuya,time_ikebukuro,transfer_ikebukuro,time_average,transfer_average
白楽,2600118,['東急東横線'],神奈川県,横浜市神奈川区,221-0065,白楽１００,35.489555,139.627875,1,3.230585104157077,0.05985061088239681,0.07991253427172966,18,0,0,0,36,10,4,2,9,6,0,4,0,274,58,1,26,1,38,1,27,0,41,0,38.0,0.6
白糸台,2201204,['西武多摩川線'],東京都,府中市,183-0011,白糸台２-７１-６,35.666517,139.509862,1,4.291631127196723,0.09051872565410968,0.12026857459921039,28,0,0,2,17,7,4,3,9,1,0,1,0,73,46,1,62,2,32,1,46,2,47,2,46.6,1.6
白金台,2800918,"['東京メトロ南北線', '都営三田線']",東京都,港区,108-0071,白金台３-２,35.637917,139.726133,2,9.902048231894542,0.08208301405046808,0.08817525272405677,2,0,0,4,56,15,6,6,8,1,1,6,0,518,15,1,12,1,19,1,16,1,26,1,17.6,1.0
白金高輪,2800917,"['東京メトロ南北線', '都営三田線']",東京都,港区,108-0074,高輪１-３-２０,35.642903,139.734104,2,9.902048231894542,0.08457349894751048,0.08982552238435489,5,0,0,4,53,12,8,8,9,2,0,4,0,491,13,1,10,1,17,1,15,1,24,1,15.8,1.0
百合ヶ丘,2500122,['小田急線'],神奈川県,川崎市麻生区,215-0011,百合丘一丁目21番1号,35.60903,139.516121,1,2.3472707280527336,0.10032876999938593,0.12701327781806165,41,0,0,1,45,7,2,1,10,1,0,4,0,210,48,1,54,1,29,0,38,1,39,1,41.6,0.8
百草園,2400128,['京王線'],東京都,日野市,191-0033,百草２０９,35.657362,139.431285,1,3.7040416999940953,0.05630492870049957,0.10312164578075868,15,0,0,0,3,3,2,1,4,1,0,0,0,28,53,1,60,1,35,0,44,1,45,1,47.4,0.8
目白,1130211,['JR山手線'],東京都,豊島区,171-0031,目白三丁目3-1,35.720476,139.706228,1,10.96621526477932,0.052805765528982716,0.06906472986061533,15,0,0,4,107,20,7,5,5,5,1,3,1,1063,28,0,26,0,6,0,13,0,3,0,15.2,0.0
目白山下,9932607,['湘南モノレール'],神奈川県,藤沢市,251-0032,片瀬３-２７７６,35.31402,139.491533,1,3.96561404502069,0.06660597803544556,0.1452779862484548,20,0,0,2,22,5,3,3,4,3,0,2,0,209,53,1,47,1,58,1,53,1,63,1,54.8,1.0
目黒,1130203,"['東京メトロ南北線', '東急目黒線', 'JR山手線', '都営三田線']",東京都,品川区,141-0021,上大崎二丁目16-9,35.633923,139.715775,4,5.296558141939486,0.07284620944228634,0.0679175878213644,10,0,0,2,76,16,4,3,10,3,2,5,0,901,17,1,7,0,13,0,6,0,22,0,13.0,0.2
相原,1130617,['JR横浜線'],東京都,町田市,194-0211,相原町,35.60694,139.33169,1,4.921961012887766,0.09665950496258793,0.10398712571503528,11,0,0,0,4,3,2,2,1,1,0,0,0,26,69,1,62,1,74,1,55,1,66,1,65.2,1.0
相模原,1130615,['JR横浜線'],神奈川県,相模原市中央区,252-0239,相模原一丁目1-3,35.58113,139.371007,1,4.742708086317288,0.07128711494579636,0.09798256623010312,7,0,0,2,29,3,2,0,7,3,1,2,2,234,62,1,55,1,67,1,48,1,59,1,58.2,1.0
相模大塚,2900115,['相鉄本線'],神奈川県,大和市,242-0028,桜森３-１-１,35.470666,139.441232,1,4.945861704776707,0.08949325118921725,0.13321950901911433,5,0,0,1,9,2,3,0,5,1,0,2,0,60,53,1,46,1,57,0,50,0,63,1,53.8,0.6
相模大野,2500128,"['小田急線', '小田急江ノ島線']",神奈川県,相模原市南区,252-0303,相模大野三丁目8番1号,35.532208,139.437836,2,4.327755337564916,0.08664846308989714,0.09613757481798618,10,0,0,3,50,11,4,4,7,3,2,4,0,314,51,1,57,1,32,0,41,1,42,1,44.6,0.8
相模沼田,9931407,['伊豆箱根鉄道大雄山線'],神奈川県,南足柄市,250-0115,沼田５９-１,35.292334,139.133945,1,2.032050986006558,0.08703666668930449,0.1346637979211861,6,0,0,0,6,2,2,0,1,1,0,1,0,20,81,1,72,1,85,1,80,1,90,1,81.6,1.0
相模湖,1131113,['JR中央本線(東京～塩尻)'],神奈川県,相模原市緑区,252-0171,与瀬1395,35.617335,139.1885,1,4.584936525124991,0.0441176470588235,0.0441176470588235,1,0,0,0,2,2,1,1,0,0,0,1,0,31,67,0,78,1,52,0,61,1,62,1,64.0,0.6
相模金子,1150504,['JR御殿場線'],神奈川県,大井町,258-0019,郡大井町金子,35.33364,139.150753,1,3.229026008336758,0.0961783105636472,0.1607883621195867,2,0,0,1,5,2,1,0,1,0,0,0,0,47,75,1,66,1,78,1,73,1,83,1,75.0,1.0
相武台下,1130912,['JR相模線'],神奈川県,相模原市南区,252-0326,新戸1940,35.492734,139.386297,1,4.327755337564916,0.0887471991564518,0.1584299898949958,1,0,0,0,3,0,1,1,2,0,0,1,0,19,83,1,77,1,59,1,84,1,94,1,79.4,1.0
相武台前,2500130,['小田急線'],神奈川県,座間市,252-0011,相武台一丁目33番1号,35.499294,139.408509,1,5.033517947443237,0.08593331023831242,0.10975322014531179,9,0,0,1,21,7,2,1,5,2,0,2,0,110,66,1,72,1,47,0,56,1,57,1,59.6,0.8
県庁前(千葉県),9933106,['千葉都市モノレール１号線'],千葉県,千葉市中央区,260-0855,市場町１-２,35.603958,140.12222,1,9.58209391914956,0.061044083456971786,0.07943616871179476,27,0,0,5,57,5,3,3,14,4,0,10,0,693,47,1,54,1,82,1,76,2,69,2,65.6,1.4
矢切,9934003,['北総鉄道北総線'],千葉県,松戸市,271-0096,下矢切字入山津１２０,35.757503,139.899742,1,5.652767436088359,0.07145741917827676,0.12311808000860573,20,0,0,2,12,2,2,0,0,0,0,2,1,38,32,1,32,0,33,1,42,1,61,1,40.0,0.8
矢口渡,2600606,['東急多摩川線'],東京都,大田区,146-0095,多摩川１-２０-１５,35.562462,139.700389,1,5.695304023807598,0.06251983556075665,0.08210056434810609,30,0,0,2,43,15,5,1,2,6,0,1,0,262,28,1,17,1,38,2,22,1,33,1,27.6,1.2
矢向,1130303,['JR南武線'],神奈川県,横浜市鶴見区,230-0001,矢向６丁目,35.539408,139.68055,1,3.627048318591514,0.09504344888551375,0.10860273075795669,26,0,0,0,47,14,6,0,17,6,0,4,1,169,23,1,17,1,47,1,25,1,36,1,29.6,1.0
矢川,1130323,['JR南武線'],東京都,国立市,186-0011,谷保石田,35.685079,139.431611,1,4.493924377163804,0.09005411482304522,0.13924460570685435,14,1,0,1,13,6,3,2,4,2,0,3,0,65,75,1,69,1,46,1,58,1,69,1,63.4,1.0
矢部,1130614,['JR横浜線'],神奈川県,相模原市中央区,252-0232,矢部三丁目,35.573275,139.386373,1,4.742708086317288,0.08596842582011863,0.10218338267624986,9,0,0,3,22,6,2,2,6,1,0,3,0,235,68,1,61,1,73,1,53,1,64,1,63.8,1.0
矢野口,1130317,['JR南武線'],東京都,稲城市,206-0812,矢野口,35.641305,139.520849,1,3.4688940618010866,0.08981339241491533,0.11268717940126714,13,1,0,0,9,4,3,2,8,1,1,2,0,80,57,1,51,1,28,1,40,1,51,1,45.4,1.0
石上,9932002,['江ノ島電鉄線'],神奈川県,藤沢市,251-0024,鵠沼橘１-９-３,35.332482,139.485572,1,3.96561404502069,0.085779288834173,0.12808539789120343,16,1,0,2,71,5,2,1,8,8,3,5,1,745,45,1,39,1,50,1,45,1,55,1,46.8,1.0
石原(埼玉県),9930610,['秩父鉄道秩父本線'],埼玉県,熊谷市,360-0816,大字石原,36.147612,139.368901,1,6.007788992764489,0.07302304070085792,0.1318400425819621,6,1,0,2,7,3,1,2,4,4,1,0,0,61,65,1,74,1,66,1,71,1,61,1,67.4,1.0
石川台,2600508,['東急池上線'],東京都,大田区,145-0065,東雪谷２-２３-１,35.596888,139.685063,1,5.695304023807598,0.07894532377528109,0.10941738632639789,27,1,0,2,54,18,8,5,5,0,0,1,0,177,33,1,20,1,30,1,23,1,39,1,29.0,1.0
石川町,1130704,['JR根岸線'],神奈川県,横浜市中区,231-0868,石川町２丁目,35.438808,139.642934,1,9.37213441933222,0.049569261592826666,0.05949003802665886,22,1,0,3,96,15,3,7,19,5,0,5,0,1517,35,1,28,1,40,1,40,1,51,1,38.8,1.0
石橋(栃木県),1131921,['宇都宮線'],栃木県,下野市,329-0511,石橋,36.43651,139.866536,1,8.00928808197742,0.14436225655679907,0.21145396490541113,4,0,0,1,10,3,1,0,2,3,0,3,0,34,83,0,89,0,79,0,84,0,74,0,81.8,0.0
石神井公園,2200110,['西武池袋線'],東京都,練馬区,177-0041,石神井町３-２３-１０,35.743563,139.606981,1,4.674930236295969,0.08432999075339455,0.1093733725893709,9,1,0,1,55,17,2,1,5,4,0,2,0,255,27,1,45,1,21,1,22,0,10,0,25.0,0.6
砂川七番,9933416,['多摩モノレール'],東京都,立川市,190-0002,幸町５-１,35.723319,139.418097,1,7.050682095351542,0.07291570671906683,0.11228056232395403,8,0,0,0,15,3,4,2,9,2,0,2,1,85,88,2,94,2,64,1,78,2,79,2,80.6,1.8
研究学園,9930919,['つくばエクスプレス'],茨城県,つくば市,305-0822,苅間１,36.0821,140.082256,1,6.882179033586972,0.1892405528310286,0.1576135949523561,0,0,0,0,8,1,0,0,3,4,1,1,3,169,53,1,64,1,67,1,79,1,70,1,66.6,1.0
磯子,1130707,['JR根岸線'],神奈川県,横浜市磯子区,235-0023,森１丁目,35.399881,139.617916,1,3.254546438948679,0.13326096732987236,0.11181281808062696,10,0,0,3,28,4,4,1,11,3,0,1,1,80,42,1,35,1,47,1,47,1,58,1,45.8,1.0
社家,1130908,['JR相模線'],神奈川県,海老名市,243-0424,社家,35.420543,139.377281,1,5.031108380059913,0.1092701163677121,0.13543943415229628,2,1,0,0,1,0,2,0,3,0,0,0,0,11,69,1,63,1,72,1,70,1,80,1,70.8,1.0
祐天寺,2600104,['東急東横線'],東京都,目黒区,153-0052,祐天寺２-１３-３,35.637163,139.690758,1,5.201316898516688,0.058053815563281486,0.0692810040911541,5,0,0,3,75,21,6,1,6,3,0,2,0,644,34,1,23,1,16,1,5,0,17,0,19.0,0.6
祖師ヶ谷大蔵,2500113,['小田急線'],東京都,世田谷区,157-0072,祖師谷1丁目,35.643236,139.609659,1,4.683698162165991,0.08217139153543651,0.11143626091047368,18,0,0,1,59,13,3,1,2,3,0,2,0,321,30,1,33,1,16,0,19,1,26,1,24.8,0.8
神保原,1132321,['JR高崎線'],埼玉県,上里町,369-0305,上里町大字神保原町,36.25359,139.149172,1,7.492229674464257,0.07377110870681307,0.13466676032533065,2,0,0,0,9,3,1,1,5,2,0,1,0,35,78,0,87,0,77,0,82,0,72,0,79.2,0.0
神保町,2800807,"['東京メトロ半蔵門線', '都営新宿線', '都営三田線']",東京都,千代田区,101-0051,神田神保町２-２,35.695966,139.757606,3,32.66787658802178,0.05902283484541962,0.057074647530098624,9,1,0,12,120,8,2,6,7,0,0,9,0,1973,8,1,15,1,6,0,9,0,14,1,10.4,0.6
神奈川,2700125,['京急本線'],神奈川県,横浜市神奈川区,221-0057,青木町１-１,35.471304,139.627364,1,3.230585104157077,0.06622340976643692,0.06835372711953178,23,0,0,0,122,10,3,2,15,5,7,10,3,1501,38,1,27,0,52,1,45,1,61,1,44.6,0.8
神奈川新町,2700123,['京急本線'],神奈川県,横浜市神奈川区,221-0041,亀住町１９-１,35.481559,139.640152,1,3.230585104157077,0.07584322948283664,0.10565937474793992,21,0,0,2,26,8,2,1,11,4,2,4,0,217,32,1,17,0,45,1,40,1,59,1,38.6,0.8
神楽坂,2800405,['東京メトロ東西線'],東京都,新宿区,162-0805,矢来町１１２,35.70379,139.734546,1,14.20733900947356,0.06423702976457556,0.06929663251496639,24,0,0,4,83,18,5,2,10,4,2,8,0,1327,12,1,21,1,13,1,16,1,14,1,15.2,1.0
神武寺,2700403,['京急逗子線'],神奈川県,逗子市,249-0003,池子２-１１-２,35.306233,139.592947,1,2.7514148889856336,0.08332606156977763,0.11563042339543461,14,0,0,0,6,2,1,1,2,0,0,0,0,8,63,1,49,0,77,1,75,1,91,1,71.0,0.8
神泉,2400602,['京王井の頭線'],東京都,渋谷区,150-0045,神泉町４-６,35.657244,139.693579,1,15.458752165605947,0.05696764348861327,0.06138291561904401,6,0,0,4,115,11,2,4,10,3,10,11,4,3038,32,1,19,1,10,1,1,0,16,1,15.6,0.8
神田(東京都),1130223,['JR山手線'],東京都,千代田区,101-0044,鍛冶町二丁目13-1,35.691173,139.770641,1,32.66787658802178,0.046358912324966736,0.043290226548318746,11,0,0,4,212,13,2,0,11,3,7,16,1,3638,2,0,13,0,12,0,16,0,22,1,13.0,0.2
神谷町,2800317,['東京メトロ日比谷線'],東京都,港区,105-0001,虎ノ門５-１２-１１,35.662978,139.745069,1,9.902048231894542,0.06842197072034549,0.057091903511531594,5,1,0,2,135,8,2,2,6,4,1,8,0,1819,15,1,18,1,19,1,14,1,25,1,18.2,1.0
福浦,9931708,['金沢シーサイドライン'],神奈川県,横浜市金沢区,236-0004,福浦２-７-２,35.349627,139.648517,1,2.8383664064006644,0.026364306784660767,0.04347688138848866,4,0,0,1,8,1,1,0,2,0,0,2,0,25,73,1,47,1,78,2,75,2,94,2,73.4,1.6
福生,1131508,['JR青梅線'],東京都,福生市,197-0022,本町,35.742456,139.327763,1,5.137426149499101,0.060924402872432414,0.09656542910635597,23,0,0,2,25,8,4,0,14,3,0,0,0,309,57,0,68,1,42,0,51,1,52,1,54.0,0.6
秋山,9934005,['北総鉄道北総線'],千葉県,松戸市,270-2223,秋山字前原１１２,35.765299,139.930723,1,5.652767436088359,0.1070010203708393,0.15988279894321986,2,0,0,0,5,0,3,2,3,1,0,1,0,22,36,1,36,0,36,1,45,1,64,1,43.4,0.8
秋川,1131604,['JR五日市線'],東京都,あきる野市,197-0827,油平,35.727998,139.286715,1,3.261111248363268,0.09025424922608634,0.16256495168392648,9,0,0,1,18,5,1,2,6,1,0,1,0,104,65,1,81,2,50,1,64,2,65,2,65.0,1.6
秋津,2200116,['西武池袋線'],東京都,東村山市,189-0001,秋津町５-７-８,35.778614,139.496539,1,4.101203019552401,0.08049976281399168,0.11781681715861679,3,0,0,3,16,3,2,2,5,1,0,1,0,138,39,1,57,1,33,1,34,0,22,0,37.0,0.6
秋葉原,1130222,"['東京メトロ日比谷線', 'JR京浜東北線', 'JR山手線', 'つくばエクスプレス', 'JR中央・総武線']",東京都,千代田区,101-0021,外神田一丁目17,35.698619,139.773288,5,32.66787658802178,0.04710847415313986,0.04489207304611794,14,0,0,10,154,17,4,0,16,4,2,12,1,3295,4,0,15,0,18,0,25,1,21,0,16.6,0.2
秦野,2500139,['小田急線'],神奈川県,秦野市,257-0034,大秦町１丁目,35.370075,139.226009,1,2.742295881179128,0.10215700516391008,0.13025465730749688,18,0,0,1,24,8,3,0,7,3,1,2,0,141,76,1,82,1,57,0,66,1,67,1,69.6,0.8
程久保,9933406,['多摩モノレール'],東京都,日野市,191-0042,程久保８-１,35.655093,139.410698,1,3.7040416999940953,0.06673455796977086,0.10440193792188111,8,0,0,0,28,8,1,1,2,1,1,0,0,105,67,2,73,2,43,1,57,2,58,2,59.6,1.8
稲城,2400205,['京王相模原線'],東京都,稲城市,206-0802,東長沼３１０８,35.636166,139.500398,1,3.4688940618010866,0.11590066436680757,0.13951358079943618,18,0,0,0,13,5,2,3,4,3,2,0,0,73,39,1,51,1,24,0,33,1,34,1,36.2,0.8
稲城長沼,1130318,['JR南武線'],東京都,稲城市,206-0802,東長沼,35.644184,139.502811,1,3.4688940618010866,0.07693368232313332,0.1263218653393213,25,0,0,0,17,6,4,2,7,2,2,0,0,86,49,1,43,1,28,1,37,1,48,1,41.0,1.0
稲村ヶ崎,9932010,['江ノ島電鉄線'],神奈川県,鎌倉市,248-0024,稲村ガ崎二丁目8-1,35.30426,139.522322,1,3.121044509562533,0.0725886183094646,0.1393652742856209,5,0,0,0,8,2,1,0,0,1,0,0,0,65,67,1,61,1,72,1,67,1,77,1,68.8,1.0
稲毛,1131337,"['JR中央・総武線', 'JR総武本線']",千葉県,千葉市稲毛区,263-0031,稲毛東３丁目,35.637264,140.09256,2,7.057303314944585,0.0923045573809858,0.12060970480990187,38,0,0,1,45,9,3,0,10,6,2,6,0,227,33,0,40,0,43,1,58,1,50,1,44.8,0.6
稲毛海岸,1132616,['JR京葉線'],千葉県,千葉市美浜区,261-0004,高洲３丁目,35.629501,140.074034,1,5.4129291679554585,0.08753835568196124,0.1259796579414159,14,0,0,1,35,11,7,4,12,7,0,5,0,106,38,0,49,1,57,1,53,1,55,1,50.4,0.8
稲田堤,1130316,['JR南武線'],神奈川県,川崎市多摩区,214-0003,菅稲田堤１丁目,35.633701,139.535173,1,3.9923794581570617,0.08878240728814304,0.11212167253484531,14,0,0,0,19,5,3,0,9,3,0,1,0,120,45,1,39,1,24,1,33,1,44,1,37.0,1.0
稲荷山公園,2200121,['西武池袋線'],埼玉県,狭山市,350-1324,稲荷山１-１,35.845112,139.39842,1,5.465699944227551,0.1262173414367334,0.1437518813286853,1,2,0,2,5,2,1,0,3,2,1,1,0,48,54,1,72,1,48,1,49,0,37,0,52.0,0.6
稲荷町(東京都),2800103,['東京メトロ銀座線'],東京都,台東区,110-0015,東上野３-３３-１１,35.711273,139.782593,1,12.394420239002793,0.05857668849537182,0.06671950699632599,14,0,1,2,92,13,5,5,14,8,2,10,2,2438,17,1,19,1,29,1,20,0,35,1,24.0,0.8
穴守稲荷,2700204,['京急空港線'],東京都,大田区,144-0043,羽田４-６-１１,35.550326,139.746669,1,5.695304023807598,0.05564631804758101,0.08548116202880944,30,1,0,3,18,7,3,2,1,1,0,1,0,167,26,1,11,0,39,1,34,1,53,1,32.6,0.8
穴川(千葉県),9933205,['千葉都市モノレール２号線'],千葉県,千葉市稲毛区,263-0024,穴川７９-１,35.639645,140.111849,1,7.057303314944585,0.06034873309205386,0.09988269510490706,22,0,0,1,13,5,3,1,7,3,0,3,0,61,49,1,56,1,84,1,78,2,71,2,67.6,1.4
穴部,9931405,['伊豆箱根鉄道大雄山線'],神奈川県,小田原市,250-0053,穴部５６３,35.279887,139.148787,1,3.859114001009862,0.09666816931420887,0.11618361674395046,7,0,0,0,8,1,0,1,3,0,0,0,0,20,76,1,67,1,80,1,75,1,85,1,76.6,1.0
空港第2ビル,1132813,"['JR成田エクスプレス', '京成本線', '成田スカイアクセス', 'JR成田線']",千葉県,成田市,282-0004,古込字古込1-1,35.773327,140.387871,4,5.976065248875676,,,0,0,0,0,8,0,0,0,0,0,0,1,0,0,62,1,62,0,64,1,72,1,91,1,70.2,0.8
立会川,2700107,['京急本線'],東京都,品川区,140-0011,東大井２-２３-１,35.598489,139.738886,1,5.296558141939486,0.07410471917508926,0.08373648855797426,14,1,0,3,42,19,6,2,3,2,2,2,0,514,16,1,3,0,29,1,23,1,39,1,22.0,0.8
立場,9931630,['ブルーライン'],神奈川県,横浜市泉区,245-0015,中田西１-１-３０,35.414296,139.500177,1,3.3760753124492777,0.11390701204750221,0.1396533240421232,18,0,0,1,26,6,3,2,10,4,0,4,1,75,52,1,45,1,57,1,72,1,62,1,57.6,1.0
立川,1130325,"['JR成田エクスプレス', 'JR南武線', 'JR中央本線(東京～塩尻)', 'JR中央線(快速)', 'JR青梅線']",東京都,立川市,190-0012,曙町二丁目1-1,35.698202,139.413704,5,7.050682095351542,0.051150065499143256,0.07125996652101665,10,0,0,4,86,11,4,1,10,0,3,3,2,1252,40,0,51,1,25,0,34,1,35,1,37.0,0.6
立川北,9933412,['多摩モノレール'],東京都,立川市,190-0012,曙町２-４,35.699502,139.41254,1,7.050682095351542,0.0525060396029981,0.07040481710040264,8,0,0,4,88,12,3,1,9,0,3,3,2,1249,81,2,87,2,57,1,71,2,72,2,73.6,1.8
立川南,9933411,['多摩モノレール'],東京都,立川市,190-0023,柴崎町３-７,35.696077,139.412546,1,7.050682095351542,0.05858752513082742,0.0783281728858643,12,0,0,4,81,10,4,1,10,0,3,3,2,1235,79,2,85,2,55,1,69,2,70,2,71.6,1.8
立飛,9933414,['多摩モノレール'],東京都,立川市,190-0015,泉町９３５,35.714717,139.417387,1,7.050682095351542,0.06661172528421429,0.1115529444870934,7,0,0,0,9,1,3,1,8,3,1,2,2,135,85,2,91,2,61,1,75,2,76,2,77.6,1.8
競艇場前,2201205,['西武多摩川線'],東京都,府中市,183-0013,小柳町４-１０-１１,35.656232,139.499721,1,4.291631127196723,0.10215320132083154,0.14564361748764929,25,0,0,1,6,3,3,2,4,0,0,1,0,37,48,1,64,2,34,1,48,2,49,2,48.6,1.6
竹ノ塚,2100214,['東武伊勢崎線'],東京都,足立区,121-0813,竹の塚６丁目,35.794368,139.790788,1,5.510936814490496,0.0697402817688684,0.10582924056879797,23,0,0,3,51,18,5,1,3,4,0,3,1,288,32,1,38,1,53,1,48,1,59,1,46.0,1.0
竹橋,2800408,['東京メトロ東西線'],東京都,千代田区,100-0003,一ツ橋１-１-１,35.690662,139.756817,1,32.66787658802178,0.057525401281721296,0.05285113320746669,5,1,0,2,85,5,1,3,6,0,0,9,0,1677,7,1,16,1,17,1,14,1,18,1,14.4,1.0
竹芝,9931103,['ゆりかもめ'],東京都,港区,105-0022,海岸１-１３-１０,35.654099,139.762037,1,9.902048231894542,0.07139154940445858,0.06220130765618075,6,1,0,0,55,2,1,0,3,2,0,2,0,795,11,1,13,1,22,1,19,1,51,1,23.2,1.0
笹塚,2400104,"['京王線', '京王新線']",東京都,渋谷区,151-0073,笹塚１-５６-７,35.673758,139.667251,2,15.458752165605947,0.04645451322090033,0.052828319043288025,28,0,0,2,68,17,5,3,6,5,2,2,0,530,19,1,29,1,4,0,13,1,14,1,15.8,0.8
等々力,2600413,['東急大井町線'],東京都,世田谷区,158-0082,等々力３-１-１,35.608369,139.647938,1,4.683698162165991,0.07436912990193324,0.11239263324407947,12,0,0,0,49,16,3,2,3,2,0,1,0,199,35,1,25,1,36,1,17,1,28,1,28.2,1.0
箱根板橋,9933902,['箱根登山鉄道鉄道線'],神奈川県,小田原市,250-0034,板橋字薮田１５０-２,35.245169,139.145169,1,3.859114001009862,0.07094860981823978,0.11768231464427262,8,2,0,0,10,1,2,2,2,0,0,2,0,104,72,1,63,1,76,1,71,1,81,1,72.6,1.0
箱根湯本,9933905,['箱根登山鉄道鉄道線'],神奈川県,箱根町,250-0311,郡箱根町湯本白石下７０７-１,35.233555,139.103743,1,4.072628542338368,0.0168308702791461,0.041871921182266,1,0,0,0,1,1,1,0,2,0,0,1,0,164,83,1,74,1,87,1,82,1,92,1,83.6,1.0
築地,2800312,['東京メトロ日比谷線'],東京都,中央区,104-0045,築地３-１５-１,35.668115,139.772603,1,12.52275415595362,0.05514693118254226,0.05123146510421583,13,0,0,2,222,15,4,1,14,3,9,7,2,3482,9,1,14,1,25,1,20,1,31,1,19.8,1.0
築地市場,9930119,['都営大江戸線'],東京都,中央区,104-0045,築地５-１-２,35.664895,139.766915,1,12.52275415595362,0.046332844626975234,0.05004502460892498,9,1,0,2,213,9,4,1,7,1,8,4,2,4946,24,1,13,1,16,0,18,1,35,1,21.2,0.8
篠崎,9930420,['都営新宿線'],東京都,江戸川区,133-0061,篠崎町７-２７-１,35.706017,139.903698,1,5.520344988536587,0.10586185157617106,0.15003670352362286,7,0,0,0,19,7,4,2,0,1,0,2,0,138,26,1,32,1,28,0,37,1,38,1,32.2,0.8
籠原,1132317,['JR高崎線'],埼玉県,熊谷市,360-0841,大字新堀,36.17448,139.330199,1,6.007788992764489,0.13240709327385164,0.16245705968575916,6,0,0,0,12,0,1,0,6,2,0,2,0,82,61,0,70,0,63,0,68,0,58,0,64.0,0.0
糀谷,2700202,['京急空港線'],東京都,大田区,144-0034,西糀谷４-１３-１７,35.5545,139.72962,1,5.695304023807598,0.06497926652737762,0.0864365847193402,48,1,0,4,46,18,5,3,3,6,0,3,1,353,24,1,9,0,36,1,32,1,51,1,30.4,0.8
経堂,2500111,['小田急線'],東京都,世田谷区,156-0052,経堂１丁目,35.650991,139.635993,1,4.683698162165991,0.07349834631484342,0.08049106205418173,14,0,0,1,60,14,5,4,4,4,1,1,0,394,26,1,30,1,10,0,15,1,20,1,20.2,0.8
綱島,2600114,['東急東横線'],神奈川県,横浜市港北区,223-0053,綱島西１-１-８,35.536906,139.63491,1,3.1989819043966388,0.10331530431399245,0.10182027716010862,16,0,0,0,42,9,5,0,9,7,2,5,0,281,44,1,18,1,27,1,16,0,27,0,26.4,0.6
綾瀬,1132006,"['JR常磐線(上野～取手)', '東京メトロ千代田線']",東京都,足立区,120-0005,綾瀬３丁目,35.762222,139.825019,2,5.510936814490496,0.06922264455588212,0.09333588260382127,19,0,0,4,40,16,6,2,6,3,0,4,0,314,21,1,45,1,36,1,31,1,39,1,34.4,1.0
緑が丘(東京都),2600409,['東急大井町線'],東京都,目黒区,152-0034,緑が丘３-１-１２,35.60638,139.679482,1,5.201316898516688,0.05867537327831737,0.08320038995452812,17,1,0,4,72,20,6,3,7,2,1,0,1,649,28,1,18,1,29,1,14,1,25,1,22.8,1.0
緑園都市,2900203,['相鉄いずみ野線'],神奈川県,横浜市泉区,245-0002,緑園３-１-１,35.439502,139.521841,1,3.3760753124492777,0.0879157041040099,0.16326117272072693,15,0,0,1,21,5,2,0,5,1,0,0,0,34,45,1,38,1,50,1,45,1,55,1,46.6,1.0
緑町,9931402,['伊豆箱根鉄道大雄山線'],神奈川県,小田原市,250-0011,栄町３-５-２１,35.259226,139.158578,1,3.859114001009862,0.061082420647877486,0.11274484490390194,8,0,0,4,43,4,3,1,4,1,2,3,0,529,70,1,61,1,74,1,69,1,79,1,70.6,1.0
練馬,2200106,"['西武池袋線', '西武有楽町線', '西武豊島線', '都営大江戸線']",東京都,練馬区,176-0001,練馬１-３-５,35.737893,139.654368,4,4.674930236295969,0.06350733074539536,0.07355838314877534,18,0,0,1,72,23,4,2,6,5,0,3,1,598,23,1,36,1,14,0,18,0,6,0,19.4,0.4
練馬春日町,9930137,['都営大江戸線'],東京都,練馬区,179-0074,春日町３-２９-２５,35.751452,139.640236,1,4.674930236295969,0.09922965108622947,0.1336391461956758,13,0,0,0,30,11,5,4,3,1,0,2,0,98,57,1,39,1,17,0,31,1,68,1,42.4,0.8
練馬高野台,2200109,['西武池袋線'],東京都,練馬区,177-0033,高野台１-７-２７,35.740622,139.616749,1,4.674930236295969,0.08835301719397747,0.11372581023330007,11,0,0,1,41,13,4,2,4,4,0,0,0,155,28,1,45,1,21,1,24,0,11,0,25.8,0.6
羽村,1131509,['JR青梅線'],東京都,羽村市,205-0014,羽東１丁目,35.758073,139.316188,1,5.498540289792775,0.08293378163151409,0.13187730631622527,17,1,0,0,14,3,2,1,13,4,0,0,0,144,59,0,70,1,44,0,53,1,54,1,56.0,0.6
羽沢横浜国大,2900301,['相鉄・JR直通線'],神奈川県,横浜市神奈川区,221-0866,羽沢南二丁目471,35.481389,139.586389,1,3.230585104157077,0.06346349814921444,0.11291259491075806,11,0,0,3,6,2,2,0,2,0,0,1,0,14,38,1,33,1,35,0,30,0,41,0,35.4,0.4
羽生,2100237,"['東武伊勢崎線', '秩父鉄道秩父本線']",埼玉県,羽生市,348-0053,南１,36.170345,139.533949,2,7.836133688085432,0.07291019577979423,0.14088829414847764,10,0,0,1,11,4,1,1,4,2,0,3,0,90,85,1,94,1,86,1,91,1,81,1,87.4,1.0
